noterevision,noterequestID,notewasLocallyCreated,noteid,notecontent,notetask_id,notematroshkaRevision,notetype,noteisTemporary
22,152F5F73-5457-42E3-B53C-6457C2939566,false,310754144,"tHERE WAS A FEDERAL INVESTIGATION AFTER THEY BEAT JIMMY! (AND OF COURSE HE GOT A SETTLEMENT)

NEWS STORY JIM MORRISON A RESDIENT (THE WHITEST PICTURE EVER LOOKING ADORABLE)",4928023600,0,note,false
9,D3C7C4C1-89AA-4703-89DA-F46AE680A96C,false,310785556,"Technologist
Strategist
Marketer
Musician
Mr. Kivan Radio
S
",4928605999,0,note,false
1,06C078D5-F152-4038-AB31-26744BCC295D,false,310829632,"",4929320082,0,note,false
1,2F492B38-27ED-40FB-99C3-762377959C4B,false,311575747,"This includes Twitter (Fundraising Experts), Facebook, and Instagram'",4946094115,0,note,false
2,A17AB4A4-EA60-4286-81F8-847BB9E5A00E,false,312646423,"https://tucson.craigslist.org/lgl/d/tucson-temporary-receptionist-needed/6873703244.html
",4967918844,0,note,false
10,40ABA524-BA4F-4206-896B-D2304217703F,false,311594151,"Add buttons - send feed to all other platforms
Add bio
Make sure email connects somewhere
Make sure contact connects somewhere
Change feed to come from mrkivan in iTunes
Mail chimp - https://garyvaynerchuk.us2.list-manage.com/subscribe?u=86038d4417ce1a95af9b5eb09&id=23b1f26be4
",4946557500,10,note,false
1,881FA671-C00F-4983-B500-501599CEBE89,false,311932384,"We can investigate and track your payment in account receivables management inbound department at 844-221-3926.",4950085674,1,note,false
2,2A66A319-4841-4DDA-BC29-9DD7A15463AF,false,314505108,"Tip for a white person today
",5004349279,0,note,false
2,96DF9B8F-3396-45BD-BA51-998C6BBFB448,false,313625335,"Ballers - Everybody know",4987969991,0,note,false
2,7CA1FEFF-807A-461D-A071-589381637BD3,false,315926083,"The other person is my situation wanted to murder me too
",5035455347,0,note,false
10,03BDA2AC-4875-4A08-BF2B-D7C02E83C30D,false,316896840,"Pen Pals
Photo
Phone Call
Managing your life
5 Photos a year

",5054627169,0,note,false
41,199AFA62-B2C7-4BAE-9C8C-83BD34064C6E,false,316897020,"If you turn this platform into a marketplace…im going 

You have to make a social network
Recruit 5,000 celebrities and give them stock if the complete this action in this date and time
Ill pay for marketing

People need to be compensated

Make people pay you for your content 

Y'all are giving away too much content

Work at home and screen pictures",5054628899,0,note,false
74,AF5C6BA1-F31E-4B48-A8B8-7211EE05A8C9,false,316973828,"Im big too - ego
I can do what others failed to do.
I can do what others thought about doing but was to scared or content not to do.
I can do what everyone should have done a long time ago

I am trying to conquer white supremacy and whiteness?

White People climb mountains because thats the only thing they think is bigger than them.

Black people climb white people



White liberalism, elitism, feminism, and philanthropy and capitalism, media,
Christian Right
White Nationalists
NRA
Poor white trash

I climb to the mountain because I wonder if it will be like I imagined, but getting there is misery",5056896573,0,note,false
41,8D1838F5-439E-45A6-A4DE-4F31D016AEAF,false,316993154,"Sommore
LaSha

30 minute show
'White comedian that always quotes Black people

The Black America Foundation Series

The Black Office

The Black person that quotes bible verses

Focus Groups

You always want to quote Chris Rock

Poor White people feele\

White division

",5057308564,41,note,false
51,2888B4DA-D8A7-45D8-932E-708648C03055,true,326771053,"How would you describe our relationship?
Where have I caused you pain?
Where have I caused you joy?
What do you love about me?
What do you hate about me?
When have I disappointed you?
When have I let you down?
When did I exceed expectations?
What did I fail to meet expectations?
When did I offend you?
When did I hurt your feelings?
When did I make you angry?
When did I cross the line?
What do I have left to learn?
What do you think I will never learn?
How am I like my mother/father?",5262425217,51,note,false
52,911ECE65-D6FA-479F-B1A9-92483555C472,true,340090507,"Magsman Interactive uses this link to pull pictures of the guests for each upcoming episode. 

When guests sign up for Good Morning Black People (https://black.radio/guest-prep/) they submit a link to a picture that will be used on the Good Morning Black People art. 

For now, it will be Ken's job to add the photos to the Dropbox folder below with the correct episode number and the correct spelling of the guest. Magsman Interactive will use this photo and episode number to create episode artwork that will be delivered by the deadline you set in the Upwork milestone though most times it is delivered much sooner.

(https://www.dropbox.com/sh/9bay8hrwc3y8qp6/AAAtGpKjexN3br-ga12rEUjYa?dl=0)",5502345514,52,note,false
3,7363EA95-B2D5-4B33-9B98-C44035F8E129,true,340103866,"Before each episode launch, Ken may log in and make a few last minute editorial changes, if he finds errors he will notify the person in charge of the task.",5516718358,3,note,false
3,9C40A244-2A84-4E21-A659-D35E84F689C5,true,340792183,"January 2020

1st and 15th",5516687833,3,note,false
8,5B2F268B-A2F2-445C-87F7-60A7B124A551,true,340110998,"When we are in the flow of things we will place an order for a GMBP episode with",5502355364,8,note,false
2,C2B2D115-EB8F-4155-8758-5A8D0C9FF070,true,340105646,"Before each episode launch, Ken may log in and make a few last minute editorial changes, if he finds errors he will notify the person in charge of the task.",5530998802,2,note,false
17,C4F9EF26-7097-4288-8FEB-A82D338FCAF3,true,340088825,"On interview request day a form letter is scheduled and sent to interviewees for the Above Goal Podcast with Ken Jones. 

They are directed to this website:

https://abovegoal.com/guestprep/",5522583760,17,note,false
29,14E5EB25-67BC-434C-A0FF-9334137DCBD0,true,340102763,"Before each episode launch, Ken may log in and make a few last minute editorial changes, if he finds errors he will notify the person in charge of the task.",5530900259,29,note,false
29,42940EC7-7FF8-44C0-A19B-75E4D1BDE7C9,true,340101868,"Once Magsman Interactive has uploaded the completed artwork for each episode, it will be your job to upload this artwork to Later.com on all of the platforms.

Above Goal Facebook
Above Goal Twitter
Above Goal Instagram

Follow the format from the previous weeks on Later.com

You will notice that Magsman is sending photos for stories too. Later.com allows stories so if you feel this is something that would be recommended for us to do use that artwork to post in stories.

",5522630970,29,note,false
2,F05FC2EE-E4A7-4C39-A4AF-35CDEA31D5D4,true,340110984,"Before each episode launch, Ken may log in and make a few last minute editorial changes, if he finds errors he will notify the person in charge of the task.",5531045350,2,note,false
2,F425FFAA-DAEC-4287-9441-C80688020FF4,true,340110899,"https://www.loom.com/share/e9b4d76bf70a46a381494c3edb94da81",5530924581,2,note,false
3,2E1EA1E2-BDC1-462D-B046-166B3749605F,true,340105665,"Use this guide

https://www.loom.com/share/c7ea61d938c145a5829c7c3c4d6a2fda",5531045189,3,note,false
88,F38A68FC-13C2-446D-A86C-E8EE821AD86F,true,340090766,"Magsman Interactive creates all of the artwork for Above Goal Podcast with Ken Jones. You can communicate with them via my Upwork account.

https://abovegoal.com/guestprep/

You will generally place an order for two shows at a time and will escrow $3.75 per each two shows. (They are paid $1.875 per piece of artwork) 

You have seen the artwork on LinkedIn for the past few weeks that they have done. 

In January we are going to start a Wednesday edition of the show with interviews, they will need to refashion the poster to include the photo of the person that we are interviewing. When we start the interview series for ABGP they will start getting paid $7.5 per order of artwork for two weeks.

They have a habit of uploading the completed product in Upwork messages but its important that they upload the completed work via this link as well:
https://www.dropbox.com/request/EEskKNiuDkuprqtJdU94

You can access the completed work via this link.
https://www.dropbox.com/sh/ef9d1fz4vc9znnb/AACg1HkBMGKMuAW3mApHlNyfa?dl=0",5545586585,88,note,false
3,4D377B3B-0D28-4C43-B7EE-0668A1646033,true,340103929,"Before each episode launch, Ken may log in and make a few last minute editorial changes, if he finds errors he will notify the person in charge of the task.",5545634934,3,note,false
93,ADB9F2BA-406B-4C93-A1E1-08F5F43D862E,true,340093754,"Once Magsman Interactive has uploaded the completed artwork for each episode, it will be your job to upload this artwork to Later.com on all of the platforms.

When new* guests sign up for an interview via Calendly they will include their usernames for each platform, Twitter and Instagram specifically. It will be your job to make sure they are @'d in each post for Twitter or tagged in the post for Instagram. Castelan the DJ for GMBP's username is ZECASTELAN on Instagram. He is tagged in every Instagram post.

You won't have to worry about @'ing a username on Facebook. We don't ask for it. Most of the interviewees will be in my personal network and I will @ them on my personal Facebook page when I post on Fridays. 

Posts are usually scheduled for 7am on Fridays my time. Follow the guide of the other posts from October episodes when it comes to tags, post timing, and format.

Black.Radio Facebook
Black.Radio Instagram
Black.Radio Twitter
Mr.kivan Facebook
Mr.Kivan Instagram
Mr.Kivan Twitter
",5531070095,93,note,false
60,8462AE76-FE05-4425-8872-EBC5B27B61F2,true,340103951,"Once Magsman Interactive has uploaded the completed artwork for each episode, it will be your job to upload this artwork to Hootsuite for automatic posting on LinkedIn.

LinkedIn:
Kenneth Jones Personal Profile
Above Goal Personal Profile

Starting in January we will have guests on Wednesdays. Unfortunately Hootsuite does not allow tagging of users on their platform.  On Wednesdays it will be necessary for you to update posts on LinkedIn to include include a mention of the guest in the post on my personal profile as well as the Above Goal profile.

Post Format A
How does your organization intend to change the world? On today's monologue, I talk about the importance of having a 'Blank Check Plan'.

In the second segment, I spotlight the Tucson Botanical Gardens.

Clients and prospects can stick around for the later segments to hear my quarterly letter to clients and Above Goal's value proposition for fundraising firms.

Listen on abovegoal.com

Format B
How does your organization intend to change the world? On today's monologue, I talk about the importance of having a 'Blank Check Plan'.

In the second segment, I spotlight the Tucson Botanical Gardens.

Clients and prospects can stick around for the later segments to hear my quarterly letter to clients and Above Goal's value proposition for nonprofit organizations in the midst of a capital campaign. 
Listen on abovegoal.com
",5545818171,60,note,false
36,0862BF73-257B-4F66-B8CF-C1EAF2FDCEF7,true,340104075,"Upworkx
Calendlyx
Laterx
ID encode software
Black.Radio loginx
Above Goal post loginx
Buzzsprout loginx
Hootsuite loginx
Soundcloud login Black Radiox
Soundcloud login Above Goalx
Linkedin
Officex",5545838732,36,note,false
8,962D3022-C677-4C1A-8313-CE5D2A27A9FF,true,340105342,"Not relevant until Jan 2020

On Wednesdays it will be necessary for you to update posts on LinkedIn to include a mention of the guest in the post on my personal profile as well as the Above Goal profile.",5545854475,8,note,false
1,D52C429D-DAF3-44D6-B499-18FC8B473D9B,false,341119582,"Magsman Interactive creates all of the artwork for Above Goal Podcast with Ken Jones. You can communicate with them via my Upwork account.

https://abovegoal.com/guestprep/

You will generally place an order for two shows at a time and will escrow $3.75 per each two shows. (They are paid $1.875 per piece of artwork) 

You have seen the artwork on LinkedIn for the past few weeks that they have done. 

In January we are going to start a Wednesday edition of the show with interviews, they will need to refashion the poster to include the photo of the person that we are interviewing. When we start the interview series for ABGP they will start getting paid $7.5 per order of artwork for two weeks.

They have a habit of uploading the completed product in Upwork messages but its important that they upload the completed work via this link as well:
https://www.dropbox.com/request/EEskKNiuDkuprqtJdU94

You can access the completed work via this link.
https://www.dropbox.com/sh/ef9d1fz4vc9znnb/AACg1HkBMGKMuAW3mApHlNyfa?dl=0",5567316476,1,note,false
1,CE148F47-DF51-458F-9CB9-65D190FB3300,false,341119558,"Not relevant until Jan 2020

On Wednesdays it will be necessary for you to update posts on LinkedIn to include a mention of the guest in the post on my personal profile as well as the Above Goal profile.",5567316070,1,note,false
1,3CA8C59B-09F3-47AA-997E-3699B3016671,false,341119653,"Magsman Interactive creates all of the artwork for Above Goal Podcast with Ken Jones. You can communicate with them via my Upwork account.

https://abovegoal.com/guestprep/

You will generally place an order for two shows at a time and will escrow $3.75 per each two shows. (They are paid $1.875 per piece of artwork) 

You have seen the artwork on LinkedIn for the past few weeks that they have done. 

In January we are going to start a Wednesday edition of the show with interviews, they will need to refashion the poster to include the photo of the person that we are interviewing. When we start the interview series for ABGP they will start getting paid $7.5 per order of artwork for two weeks.

They have a habit of uploading the completed product in Upwork messages but its important that they upload the completed work via this link as well:
https://www.dropbox.com/request/EEskKNiuDkuprqtJdU94

You can access the completed work via this link.
https://www.dropbox.com/sh/ef9d1fz4vc9znnb/AACg1HkBMGKMuAW3mApHlNyfa?dl=0",5567318038,1,note,false
1,85CE0F1D-D37F-43C2-B25D-348856943F42,false,341119689,"Once Magsman Interactive has uploaded the completed artwork for each episode, it will be your job to upload this artwork to Hootsuite for automatic posting on LinkedIn.

LinkedIn:
Kenneth Jones Personal Profile
Above Goal Personal Profile

Starting in January we will have guests on Wednesdays. Unfortunately Hootsuite does not allow tagging of users on their platform.  On Wednesdays it will be necessary for you to update posts on LinkedIn to include include a mention of the guest in the post on my personal profile as well as the Above Goal profile.

Post Format A
How does your organization intend to change the world? On today's monologue, I talk about the importance of having a 'Blank Check Plan'.

In the second segment, I spotlight the Tucson Botanical Gardens.

Clients and prospects can stick around for the later segments to hear my quarterly letter to clients and Above Goal's value proposition for fundraising firms.

Listen on abovegoal.com

Format B
How does your organization intend to change the world? On today's monologue, I talk about the importance of having a 'Blank Check Plan'.

In the second segment, I spotlight the Tucson Botanical Gardens.

Clients and prospects can stick around for the later segments to hear my quarterly letter to clients and Above Goal's value proposition for nonprofit organizations in the midst of a capital campaign. 
Listen on abovegoal.com
",5567318955,1,note,false
1,C36AB604-842C-4C1E-B753-AE3C54D7C0A7,false,341119723,"Before each episode launch, Ken may log in and make a few last minute editorial changes, if he finds errors he will notify the person in charge of the task.",5567319778,0,note,false
1,1F6C11CB-D87A-4B5B-AABE-7195A96E8743,false,341119669,"Magsman Interactive creates all of the artwork for Above Goal Podcast with Ken Jones. You can communicate with them via my Upwork account.

https://abovegoal.com/guestprep/

You will generally place an order for two shows at a time and will escrow $3.75 per each two shows. (They are paid $1.875 per piece of artwork) 

You have seen the artwork on LinkedIn for the past few weeks that they have done. 

In January we are going to start a Wednesday edition of the show with interviews, they will need to refashion the poster to include the photo of the person that we are interviewing. When we start the interview series for ABGP they will start getting paid $7.5 per order of artwork for two weeks.

They have a habit of uploading the completed product in Upwork messages but its important that they upload the completed work via this link as well:
https://www.dropbox.com/request/EEskKNiuDkuprqtJdU94

You can access the completed work via this link.
https://www.dropbox.com/sh/ef9d1fz4vc9znnb/AACg1HkBMGKMuAW3mApHlNyfa?dl=0",5567318536,1,note,false
1,7306487D-F85C-4149-9DF1-410AC51CEE41,false,341119724,"Before each episode launch, Ken may log in and make a few last minute editorial changes, if he finds errors he will notify the person in charge of the task.",5567319811,0,note,false
1,309654F8-0BD6-4ED8-93B6-A9A37556A681,false,341119774,"Once Magsman Interactive has uploaded the completed artwork for each episode, it will be your job to upload this artwork to Hootsuite for automatic posting on LinkedIn.

LinkedIn:
Kenneth Jones Personal Profile
Above Goal Personal Profile

Starting in January we will have guests on Wednesdays. Unfortunately Hootsuite does not allow tagging of users on their platform.  On Wednesdays it will be necessary for you to update posts on LinkedIn to include include a mention of the guest in the post on my personal profile as well as the Above Goal profile.

Post Format A
How does your organization intend to change the world? On today's monologue, I talk about the importance of having a 'Blank Check Plan'.

In the second segment, I spotlight the Tucson Botanical Gardens.

Clients and prospects can stick around for the later segments to hear my quarterly letter to clients and Above Goal's value proposition for fundraising firms.

Listen on abovegoal.com

Format B
How does your organization intend to change the world? On today's monologue, I talk about the importance of having a 'Blank Check Plan'.

In the second segment, I spotlight the Tucson Botanical Gardens.

Clients and prospects can stick around for the later segments to hear my quarterly letter to clients and Above Goal's value proposition for nonprofit organizations in the midst of a capital campaign. 
Listen on abovegoal.com
",5567320857,1,note,false
1,4ED85DF7-8591-4C32-9226-853D9C533994,false,341119784,"Once Magsman Interactive has uploaded the completed artwork for each episode, it will be your job to upload this artwork to Later.com on all of the platforms.

When new* guests sign up for an interview via Calendly they will include their usernames for each platform, Twitter and Instagram specifically. It will be your job to make sure they are @'d in each post for Twitter or tagged in the post for Instagram. Castelan the DJ for GMBP's username is ZECASTELAN on Instagram. He is tagged in every Instagram post.

You won't have to worry about @'ing a username on Facebook. We don't ask for it. Most of the interviewees will be in my personal network and I will @ them on my personal Facebook page when I post on Fridays. 

Posts are usually scheduled for 7am on Fridays my time. Follow the guide of the other posts from October episodes when it comes to tags, post timing, and format.

Black.Radio Facebook
Black.Radio Instagram
Black.Radio Twitter
Mr.kivan Facebook
Mr.Kivan Instagram
Mr.Kivan Twitter
",5567321315,1,note,false
1,4ACDAFE7-D272-4EA3-B769-15F9FC0D493D,false,341120138,"Magsman Interactive uses this link to pull pictures of the guests for each upcoming episode. 

When guests sign up for Good Morning Black People (https://black.radio/guest-prep/) they submit a link to a picture that will be used on the Good Morning Black People art. 

For now, it will be Ken's job to add the photos to the Dropbox folder below with the correct episode number and the correct spelling of the guest. Magsman Interactive will use this photo and episode number to create episode artwork that will be delivered by the deadline you set in the Upwork milestone though most times it is delivered much sooner.

(https://www.dropbox.com/sh/9bay8hrwc3y8qp6/AAAtGpKjexN3br-ga12rEUjYa?dl=0)",5567327785,1,note,false
1,C0C5F90E-7491-450A-8E85-0E0D9D104F28,false,341119956,"Once Magsman Interactive has uploaded the completed artwork for each episode, it will be your job to upload this artwork to Later.com on all of the platforms.

When new* guests sign up for an interview via Calendly they will include their usernames for each platform, Twitter and Instagram specifically. It will be your job to make sure they are @'d in each post for Twitter or tagged in the post for Instagram. Castelan the DJ for GMBP's username is ZECASTELAN on Instagram. He is tagged in every Instagram post.

You won't have to worry about @'ing a username on Facebook. We don't ask for it. Most of the interviewees will be in my personal network and I will @ them on my personal Facebook page when I post on Fridays. 

Posts are usually scheduled for 7am on Fridays my time. Follow the guide of the other posts from October episodes when it comes to tags, post timing, and format.

Black.Radio Facebook
Black.Radio Instagram
Black.Radio Twitter
Mr.kivan Facebook
Mr.Kivan Instagram
Mr.Kivan Twitter
",5567324591,1,note,false
1,3A10A04C-83ED-4E6A-A320-27FC48A5B5F8,false,341120147,"Before each episode launch, Ken may log in and make a few last minute editorial changes, if he finds errors he will notify the person in charge of the task.",5567328100,0,note,false
1,E44110CC-3014-4D93-85E4-8709912E7F20,false,341120157,"Magsman Interactive uses this link to pull pictures of the guests for each upcoming episode. 

When guests sign up for Good Morning Black People (https://black.radio/guest-prep/) they submit a link to a picture that will be used on the Good Morning Black People art. 

For now, it will be Ken's job to add the photos to the Dropbox folder below with the correct episode number and the correct spelling of the guest. Magsman Interactive will use this photo and episode number to create episode artwork that will be delivered by the deadline you set in the Upwork milestone though most times it is delivered much sooner.

(https://www.dropbox.com/sh/9bay8hrwc3y8qp6/AAAtGpKjexN3br-ga12rEUjYa?dl=0)",5567328307,1,note,false
1,93E782D8-3FC2-4D02-A075-90791C10A642,false,341120179,"Before each episode launch, Ken may log in and make a few last minute editorial changes, if he finds errors he will notify the person in charge of the task.",5567328718,0,note,false
1,6695B73C-E36C-470B-9E04-AFEF498106C3,false,341120161,"Once Magsman Interactive has uploaded the completed artwork for each episode, it will be your job to upload this artwork to Later.com on all of the platforms.

Above Goal Facebook
Above Goal Twitter
Above Goal Instagram

Follow the format from the previous weeks on Later.com

You will notice that Magsman is sending photos for stories too. Later.com allows stories so if you feel this is something that would be recommended for us to do use that artwork to post in stories.

",5567328353,1,note,false
1,986D3443-BD36-4EAF-AE8C-BCD4300C05CB,false,341120213,"Use this guide

https://www.loom.com/share/c7ea61d938c145a5829c7c3c4d6a2fda",5567329227,1,note,false
1,9DE22709-1930-4CF1-8157-3FC73E50782D,false,341120479,"January 2020

1st and 15th",5567334089,0,note,false
1,8626634C-E458-41ED-8101-9667D2E9DFAB,false,341120176,"https://www.loom.com/share/e9b4d76bf70a46a381494c3edb94da81",5567328670,0,note,false
1,F22543B2-9AE5-45D6-BFCC-32020079C33F,false,341120216,"https://www.loom.com/share/e9b4d76bf70a46a381494c3edb94da81",5567329275,1,note,false
1,EE1E98AB-3907-44E1-AB11-BAD16909F7EB,false,341120499,"When we are in the flow of things we will place an order for a GMBP episode with",5567334556,1,note,false
1,8A4344B9-CE02-4D09-BEC5-B6B10EA229D5,false,341120178,"Use this guide

https://www.loom.com/share/c7ea61d938c145a5829c7c3c4d6a2fda",5567328708,0,note,false
4,633FF41E-735F-424A-802D-DFAE750F9974,true,341389096,"Use Try.Cast",5567346352,4,note,false
1,6DF4793B-4FAF-4EC8-B8AE-51FB1AC0A59F,false,341120497,"Before each episode launch, Ken may log in and make a few last minute editorial changes, if he finds errors he will notify the person in charge of the task.",5567334488,1,note,false
1,C09F5BB7-B28F-47C2-B3EB-569EF4D7E0D0,false,341121175,"When we are in the flow of things we will place an order for a GMBP episode with",5567347037,1,note,false
8,14EEC54A-80D2-4C78-82A2-7D533EB2B040,false,341120523,"January 2020
1st and 3rd - Thursdays",5567334839,8,note,false
15,03314D80-1296-4BA3-AAC5-8065BF19D2DF,true,341122525,"January 2020

1st and 3rd - Thursdays - Above Goal Software
2nd and 4th - Thursdays - Above Goal Podcast",5567374017,10,note,false
1,E83A8598-BE1C-433F-803C-156968E70118,false,341388797,"Before each episode launch, Ken may log in and make a few last minute editorial changes, if he finds errors he will notify the person in charge of the task.",5574316006,1,note,false
1,601EF5AB-C866-4363-9915-99DDA16F79A8,false,341121190,"When we are in the flow of things we will place an order for a GMBP episode with",5567347270,1,note,false
1,57C31727-7543-4EA3-B74F-7AE463859962,false,341914825,"When we are in the flow of things we will place an order for a GMBP episode with",5584920640,1,note,false
10,0506EA8B-21D8-4245-B881-78B6C75D3D8D,true,341647380,"Instructions

Video A:
https://www.loom.com/share/27c9d2114b1a432cbd7d355b9acc4cbe

Video B:
https://www.loom.com/share/fa81a67969cb4168a872fbdf3d50f890",5580167732,10,note,false
47,7E1235F4-BC32-49C6-A710-34833B785B03,true,342143880,"All those girl groups from the nineties Ken you better. I need them 90s background singers.m 

Someone that has seen the throne.Are Beyonces background singers married?

Name all Beyonces background singer'



But then I would do that and we would have an understanding she would get hers I would get mines and I would present for you and make you feel comfortable because I am all-American family man. Im not going to give that to you. And  thats radical. That offends you. To see me in my authentic self. And im not gon do all this extra work just to make you feel comfortable.



",5589310307,47,note,false
5,65126FEF-C199-4423-82E8-3595C0A8AFC3,true,342360834,"What I want.
Wife know the check number",5595212814,5,note,false
1,9E1CA711-8BD3-4AFB-836B-808B440B2DB9,true,342651009,"Sage Battle Weird flex with a profile pic with your family
Hide or report this
Like
 · Reply · 1h
Corey Hinton
Corey Hinton Sage Battle they are both my daughters
Hide or report this
Like
 · Reply · 1h
Corey Hinton
Corey Hinton Don't we all look a like
Hide or report this
Like
 · Reply · 1h
Sage Battle
Sage Battle Corey Hinton lol yeah, your daughters would be your family members
1
Hide or report this
Like
 · Reply · 1h
Corey Hinton
Corey Hinton Sage Battle 1pt for you
Hide or report this
Like
 · Reply · 1h
Rachel Nicole
Rachel Nicole Sage Battle I am speaking up one because he is a good friend of mine and 2 because sis I've been in this group for a few now and I've watched you damn near attack every person that post to this group. Notice I said damn near. You disagree with about 80 no 92.4 percent of the content from which come from a man or just don't fit your ideology of how you live your truth. Sis this isn't for everyone to like and agree with but not everything needs an opinion. How is he 'flexing' because he's asking where are the beautiful women that find themselves sexy in whatever form they feel…I guess it's seriously true about blacks in this town really can't support or acknowledge another one of us without some form of hate. Love US first. and please don't take what I'm saying to you in some form of disrespectful attack on you I'm just calling a spade a spade. Peace be unto you sis
Hide or report this
Like
 · Reply · 32m
Sage Battle
Sage Battle Rachel Nicole I appreciate and hear you sis— I didn't see this comment as an attack or disagreement. He didn't ask 'where are the beautiful women that find themselves sexy in whatever form they feel', right? He said 'Where are the grown and sexy women in Tucson?'
I thought the question was kinda funny when paired with his profile pic with his family. That's as far as I thought it through— I just chortled.",5601765655,1,note,false
